0,55
1,49
2,58
3,53
4,50
5,57
6,49
7,54
8,48
9,55
10,59
11,53
12,50
13,36
14,47
15,43
16,52
17,45
18,38
19,30
20,38
21,34
22,34
23,40
24,29
25,30
26,28
27,25
28,33
29,26
30,37
31,19
32,36
33,28
34,34
35,27
36,31
37,32
38,35
39,36
40,28
41,30
42,29
43,30
44,21
45,24
46,34
47,28
48,20
49,29
50,32
51,32
52,24
53,24
54,28
55,44
56,36
57,27
58,31
59,31
60,32
61,42
62,49
63,44
64,39
65,49
66,44
67,46
68,44
69,40
70,46
71,57
72,55
73,55
74,58
75,58
76,58
77,59
78,51
79,50
80,48
81,67
82,72
83,62
84,70
85,47
86,77
87,58
88,59
89,78
90,76
91,71
92,72
93,73
94,53
95,69
96,72
97,61
98,52
99,74
100,68
101,73
102,57
