0,48
1,40
2,49
3,50
4,35
5,53
6,37
7,56
8,37
9,55
10,38
11,40
12,47
13,45
14,41
15,47
16,42
17,59
18,41
19,41
20,46
21,47
22,35
23,38
24,38
25,34
26,50
27,39
28,45
29,47
30,45
31,44
32,30
33,44
34,43
35,51
36,31
37,47
38,52
39,50
40,42
41,25
42,35
43,58
44,51
45,41
46,36
47,49
48,38
49,50
50,47
51,46
52,38
53,48
54,43
55,41
56,48
57,38
58,43
59,38
60,53
61,43
62,47
63,54
64,44
65,38
66,40
67,62
68,55
69,37
70,47
71,37
72,45
73,49
74,40
75,31
76,45
77,56
78,44
79,52
80,62
81,51
82,57
83,57
84,52
85,37
86,46
87,39
88,51
89,44
90,51
91,44
92,60
93,50
94,41
95,57
96,56
97,54
98,49
99,49
100,39
101,45
102,58
