0,2
1,4
2,5
3,2
4,7
5,2
6,4
7,7
8,4
9,6
10,7
11,5
12,4
13,6
14,5
15,4
16,6
17,1
18,7
19,4
20,6
21,8
22,7
23,4
24,5
25,6
26,3
27,2
28,7
29,3
30,5
31,4
32,5
33,4
34,9
35,5
36,13
37,5
38,3
39,1
40,4
41,2
42,0
43,3
44,3
45,4
46,6
47,2
48,4
49,8
50,5
51,5
52,4
53,3
54,3
55,4
56,4
57,5
58,2
59,4
60,1
61,5
62,2
63,5
64,2
65,1
66,5
67,3
68,6
69,4
70,8
71,4
72,5
73,3
74,3
75,4
76,4
77,2
78,6
79,5
80,5
81,4
82,5
83,3
84,3
85,1
86,4
87,9
88,7
89,7
90,1
91,9
92,3
93,3
94,3
95,4
96,2
97,7
98,6
99,5
100,6
101,3
102,2
103,5
104,2
105,6
106,3
107,3
108,4
109,2
110,6
111,8
112,4
113,6
114,2
115,6
116,4
117,3
118,2
119,3
120,2
121,2
122,5
123,6
124,3
125,4
126,5
127,3
128,7
129,2
130,3
131,6
132,3
133,2
134,3
135,5
136,1
137,6
138,6
139,3
140,1
141,4
142,3
143,6
144,1
145,6
146,10
147,6
148,3
149,4
150,5
151,1
152,5
153,5
154,6
155,2
156,5
157,3
158,6
159,4
160,9
161,7
162,6
163,2
164,10
165,5
166,7
167,4
168,6
169,4
170,5
171,4
172,9
173,3
174,7
175,4
176,4
177,3
178,6
179,4
180,3
181,4
182,2
183,6
184,6
185,2
186,7
187,3
188,3
189,6
190,3
191,4
192,7
193,7
194,6
195,8
196,1
197,6
198,5
199,8
200,3
201,4
202,8
203,2
204,3
205,8
206,7
207,3
208,2
209,2
210,3
211,9
212,4
213,8
214,6
215,8
216,1
217,5
218,2
219,1
220,4
221,7
222,8
223,4
224,4
225,3
226,4
227,2
228,4
229,7
230,4
231,6
232,4
233,3
234,5
235,3
236,4
237,3
238,3
239,3
240,6
241,3
242,3
243,3
244,5
245,3
246,7
247,2
248,5
249,2
250,3
251,4
252,6
253,4
254,1
255,4
256,5
257,2
258,1
259,4
260,1
261,2
262,11
263,3
264,9
265,4
266,3
267,6
268,3
269,5
270,3
271,3
272,3
273,1
274,8
275,1
276,4
277,1
278,2
279,4
280,3
281,7
282,2
283,4
284,3
285,4
286,6
287,3
288,5
289,3
290,3
291,3
292,6
293,2
294,4
295,3
296,6
297,2
298,6
299,2
300,2
301,5
302,2
303,2
304,5
305,2
306,3
307,7
308,4
309,1
310,4
311,1
312,2
313,5
314,4
315,5
316,8
317,6
318,4
319,9
320,5
321,3
322,7
323,1
324,3
325,9
326,3
327,3
328,4
329,3
330,8
331,4
332,6
333,6
334,6
335,4
336,3
337,6
338,2
339,7
340,5
341,7
342,4
343,4
344,4
345,8
346,5
347,5
348,3
349,4
350,0
351,6
352,3
353,2
354,7
355,4
356,2
357,3
358,6
359,6
360,3
361,6
362,4
363,1
364,4
365,6
366,3
367,4
368,6
369,0
370,6
371,4
372,3
373,3
374,5
375,2
376,6
377,4
378,4
379,4
380,8
381,5
382,2
383,6
384,3
385,6
386,1
387,1
388,7
389,5
390,4
391,4
392,1
393,0
394,5
395,7
396,4
397,3
398,3
399,6
400,3
401,0
402,4
403,2
404,1
405,3
406,7
407,4
408,6
409,2
410,1
411,1
412,5
413,4
414,2
415,8
416,2
417,2
418,6
419,5
420,5
421,4
422,7
423,6
424,5
425,4
426,3
427,6
428,4
429,6
430,2
431,7
432,4
433,5
434,0
435,6
436,5
437,3
438,3
439,2
440,3
441,4
442,1
443,1
444,4
445,3
446,3
447,4
448,3
449,4
450,5
451,5
452,1
453,3
454,2
455,3
456,5
457,3
458,3
459,3
460,2
461,1
462,2
463,3
464,3
465,2
466,4
467,8
468,7
469,7
470,4
471,10
472,0
473,4
474,3
475,2
476,3
477,3
478,8
479,2
480,3
481,3
482,4
483,0
484,7
485,3
486,11
487,7
488,1
489,3
490,5
491,3
492,3
493,2
494,7
495,5
496,5
497,5
498,5
499,5
500,10
501,1
502,6
503,3
504,1
505,3
506,2
507,1
508,7
509,2
510,3
511,1
512,3
513,5
514,2
515,5
516,8
517,4
518,14
519,3
520,7
521,1
522,3
523,8
524,8
525,4
526,6
527,3
528,3
529,3
530,3
531,2
532,4
533,3
534,3
535,10
536,2
537,6
538,5
539,4
540,7
541,6
542,3
543,1
544,3
545,2
546,2
547,11
548,8
549,6
550,6
551,3
552,6
553,2
554,3
555,4
556,5
557,2
558,8
559,6
560,1
561,5
562,4
563,6
564,8
565,6
566,6
567,3
568,6
569,4
570,5
571,6
572,5
573,4
574,0
575,5
576,3
577,2
578,10
579,2
580,4
581,4
582,4
583,5
584,7
585,2
586,1
587,2
588,9
589,4
590,4
591,1
592,10
593,5
594,6
595,4
596,5
597,3
598,6
599,2
600,4
601,3
602,5
603,3
604,2
605,10
606,4
607,3
608,6
609,3
610,3
611,2
612,5
613,5
614,6
615,6
616,1
617,6
618,7
619,3
620,7
621,3
622,5
623,1
624,3
625,6
626,5
627,0
628,6
629,4
630,2
631,4
632,4
633,7
634,6
635,3
636,5
637,4
638,10
639,4
640,2
641,7
642,4
643,4
644,3
645,2
646,4
647,7
648,0
649,4
650,7
651,4
652,6
653,3
654,7
655,4
656,6
657,3
658,9
659,3
660,6
661,9
662,2
663,5
664,3
665,5
666,2
667,4
668,4
669,3
670,7
671,2
672,6
673,5
674,6
675,6
676,2
677,8
678,4
679,4
680,2
681,2
682,7
683,4
684,7
685,2
686,5
687,3
688,7
689,3
690,5
691,1
692,4
693,3
694,3
695,4
696,3
697,5
698,5
699,5
700,3
701,5
702,2
703,4
704,1
705,3
706,3
707,3
708,5
709,1
710,1
711,3
712,2
713,6
714,6
715,8
716,10
717,8
718,6
719,4
720,3
721,6
722,2
723,6
724,2
725,2
726,6
727,3
728,3
729,8
730,5
731,0
732,3
733,5
734,5
735,3
736,8
737,6
738,3
739,4
740,4
741,3
742,5
743,9
744,2
745,6
746,9
747,5
748,3
749,3
750,2
751,6
752,5
753,3
754,8
755,7
756,3
757,0
758,5
759,3
760,6
761,4
762,6
763,5
764,3
765,4
766,5
767,6
768,3
769,7
770,3
771,5
772,7
773,3
774,1
775,4
776,2
777,3
778,6
779,1
780,8
781,6
782,2
783,3
784,3
785,3
786,0
787,1
788,2
789,4
790,5
791,6
792,4
793,3
794,6
795,2
796,6
797,1
798,3
799,3
800,3
801,4
802,6
803,8
804,3
805,7
806,5
807,3
808,2
809,2
810,1
811,5
812,6
813,1
814,1
815,2
816,3
817,3
818,3
819,5
820,10
821,4
822,2
823,6
824,1
825,4
826,3
827,7
828,5
829,6
830,3
831,1
832,6
833,6
834,3
835,3
836,4
837,1
838,7
839,6
840,4
841,2
842,6
843,6
844,5
845,3
846,2
847,5
848,4
849,4
850,1
851,1
852,7
853,5
854,5
855,3
856,6
857,7
858,7
859,6
860,2
861,6
862,7
863,4
864,5
865,4
866,6
867,4
868,5
869,5
870,3
871,9
872,5
873,5
874,8
875,2
876,6
877,2
878,3
879,6
880,6
881,2
882,6
883,5
884,5
885,3
886,3
887,4
888,5
889,3
890,5
891,9
892,3
893,3
894,2
895,5
896,5
897,2
898,2
899,3
900,4
901,5
902,3
903,4
904,6
905,2
906,9
907,5
908,4
909,3
910,7
911,3
912,3
913,2
914,1
915,4
916,10
917,5
918,6
919,5
920,6
921,6
922,5
923,3
924,6
925,4
926,5
927,2
928,3
929,5
930,5
931,5
932,5
933,9
934,5
935,4
936,2
937,9
938,3
939,6
940,3
941,7
942,2
943,3
944,3
945,6
946,6
947,3
948,9
949,7
950,4
951,4
952,8
953,10
954,8
955,7
956,7
957,5
958,8
959,5
960,6
961,2
