962,6
963,3
964,4
965,4
966,1
967,5
968,7
969,6
970,5
971,5
972,5
973,1
974,3
975,3
976,7
977,5
978,0
979,0
980,4
981,1
982,5
983,2
984,3
985,2
986,5
987,7
988,5
989,4
990,3
991,2
992,6
993,2
994,2
995,3
996,6
997,3
998,4
999,2
1000,1
1001,5
1002,5
1003,4
1004,6
1005,3
1006,7
1007,5
1008,3
1009,5
1010,2
1011,3
1012,6
1013,4
1014,1
1015,2
1016,6
1017,5
1018,6
1019,2
1020,3
1021,3
1022,2
1023,5
1024,2
1025,5
1026,7
1027,4
1028,2
1029,7
1030,7
1031,2
1032,4
1033,2
1034,6
1035,7
1036,4
1037,1
1038,3
1039,3
1040,9
1041,5
1042,3
1043,4
1044,4
1045,7
1046,5
1047,1
1048,3
1049,1
1050,6
1051,1
1052,3
1053,6
1054,4
1055,4
1056,3
1057,1
1058,1
1059,7
1060,6
1061,5
1062,6
1063,2
1064,1
1065,7
1066,6
1067,3
1068,2
1069,4
1070,5
1071,1
1072,1
1073,4
1074,9
1075,4
1076,2
1077,1
1078,4
1079,5
1080,4
1081,1
1082,8
1083,4
1084,5
1085,2
1086,5
1087,4
1088,2
1089,2
1090,9
1091,6
1092,3
1093,3
1094,4
1095,4
1096,4
1097,6
1098,4
1099,6
1100,2
1101,3
1102,2
